"Name","K","Kin","Kout","TypeI","TypeII","weight","Type"
"TJP1",57,46,11,0,1,8,"coding"
"ACTN4",48,45,3,0,1,7,"coding"
"BCAR1",34,28,6,0,1,7,"coding"
"BTK",36,7,29,0,1,7,"coding"
"CHGB",6,4,2,0,1,7,"coding"
"CHM",14,13,1,0,1,7,"coding"
"CRMP1",28,20,8,0,1,7,"coding"
"CTNND1",58,55,3,0,1,7,"coding"
"DNM1",23,17,6,0,1,7,"coding"
"DPP4",17,11,6,0,1,7,"coding"
"FAF1",29,23,6,0,1,7,"coding"
"FEZ1",17,5,12,0,1,7,"coding"
"FMR1",49,46,3,0,1,7,"coding"
"IGF1R",186,170,16,0,1,7,"coding"
"IL16",13,9,4,0,1,7,"coding"
"ITGAV",43,33,10,0,1,7,"coding"
"JAK2",65,36,29,0,1,7,"coding"
"LNX1",21,10,11,0,1,7,"coding"
"MCM7",42,36,6,0,1,7,"coding"
"MEIS1",46,39,7,0,1,7,"coding"
"NMT1",27,26,1,0,1,7,"coding"
"NR5A2",20,14,6,0,1,7,"coding"
"PHC2",22,17,5,0,1,7,"coding"
"PIAS2",42,39,3,0,1,7,"coding"
"PIGR",27,26,1,0,1,7,"coding"
"PLA2G4A",34,26,8,0,1,7,"coding"
"PLCB2",4,3,1,0,1,7,"coding"
"POLR2A",78,68,10,0,1,7,"coding"
"PPARGC1A",66,65,1,0,1,7,"coding"
"PPFIA1",28,23,5,0,1,7,"coding"
"PRKCB",46,41,5,0,1,7,"coding"
"PRPF6",14,13,1,0,1,7,"coding"
"PTK2B",36,22,14,0,1,7,"coding"
"RFX1",37,30,7,0,1,7,"coding"
"RHOA",63,41,22,0,1,7,"coding"
"SOCS6",43,38,5,0,1,7,"coding"
"SPRED1",84,81,3,0,1,7,"coding"
"SPTBN4",22,18,4,0,1,7,"coding"
"TCERG1",43,40,3,0,1,7,"coding"
"TP53BP2",26,23,3,0,1,7,"coding"
"TRIM24",39,31,8,0,1,7,"coding"
"VAV1",34,25,9,0,1,7,"coding"
"WRN",44,42,2,0,1,7,"coding"
"WWP1",29,26,3,0,1,7,"coding"
"ACTN1",36,29,7,0,1,6,"coding"
"AP2A1",26,22,4,0,1,6,"coding"
"ARHGEF11",25,20,5,0,1,6,"coding"
"ATF7IP",110,88,22,0,1,6,"coding"
"AURKA",43,38,5,0,1,6,"coding"
"BLK",4,2,2,0,1,6,"coding"
"CHEK2",47,38,9,0,1,6,"coding"
"CIITA",16,14,2,0,1,6,"coding"
"CLTC",87,75,12,0,1,6,"coding"
"CNKSR1",6,4,2,0,1,6,"coding"
"COL4A3",20,17,3,0,1,6,"coding"
"DISC1",36,34,2,0,1,6,"coding"
"EBF1",258,35,223,0,1,6,"coding"
"EHMT2",16,15,1,0,1,6,"coding"
"FLI1",333,21,312,0,1,6,"coding"
"GNAZ",12,10,2,0,1,6,"coding"
"GNB2L1",40,36,4,0,1,6,"coding"
"HGS",31,17,14,0,1,6,"coding"
"HSPA8",65,55,10,0,1,6,"coding"
"HSPD1",32,29,3,0,1,6,"coding"
"IKBKB",18,15,3,0,1,6,"coding"
"IL4R",12,4,8,0,1,6,"coding"
"ITGA4",22,16,6,0,1,6,"coding"
"KIF5B",58,56,2,0,1,6,"coding"
"LYN",97,60,37,0,1,6,"coding"
"MAPK6",143,113,30,0,1,6,"coding"
"MBIP",11,7,4,0,1,6,"coding"
"MEF2A",108,49,59,0,1,6,"coding"
"MYBL2",67,18,49,0,1,6,"coding"
"NADSYN1",8,7,1,0,1,6,"coding"
"NCAM1",13,10,3,0,1,6,"coding"
"NCOA2",65,52,13,0,1,6,"coding"
"NEDD4",51,46,5,0,1,6,"coding"
"NEK9",59,58,1,0,1,6,"coding"
"NFKB2",74,11,63,0,1,6,"coding"
"PIK3CG",23,21,2,0,1,6,"coding"
"PIK3R3",55,49,6,0,1,6,"coding"
"PIP4K2C",31,28,3,0,1,6,"coding"
"POLA2",39,35,4,0,1,6,"coding"
"PPP3CA",38,29,9,0,1,6,"coding"
"PQBP1",12,10,2,0,1,6,"coding"
"PRKD1",36,27,9,0,1,6,"coding"
"RBL1",75,70,5,0,1,6,"coding"
"RGS4",25,22,3,0,1,6,"coding"
"RIPK1",15,11,4,0,1,6,"coding"
"SH3D19",44,43,1,0,1,6,"coding"
"SMURF2",70,53,17,0,1,6,"coding"
"STUB1",16,5,11,0,1,6,"coding"
"UBAP2L",37,34,3,0,1,6,"coding"
"UBQLN4",53,39,14,0,1,6,"coding"
"USP7",38,34,4,0,1,6,"coding"
"UTP14A",20,15,5,0,1,6,"coding"
"VCL",106,77,29,0,1,6,"coding"
"WAS",22,10,12,0,1,6,"coding"
"ACTB",104,90,14,0,1,5,"coding"
"ANXA1",18,10,8,0,1,5,"coding"
"ASCC2",21,19,2,0,1,5,"coding"
"BUB1B",11,9,2,0,1,5,"coding"
"CD22",11,10,1,0,1,5,"coding"
"DLL1",20,18,2,0,1,5,"coding"
"DLST",26,23,3,0,1,5,"coding"
"E2F1",433,51,382,0,1,5,"coding"
"EGFR",115,70,45,0,1,5,"coding"
"ERCC3",15,12,3,0,1,5,"coding"
"F10",8,5,3,0,1,5,"coding"
"FLT3LG",5,4,1,0,1,5,"coding"
"FXR2",30,24,6,0,1,5,"coding"
"GGA1",37,32,5,0,1,5,"coding"
"GHR",29,19,10,0,1,5,"coding"
"GOLGA2",25,18,7,0,1,5,"coding"
"HDAC1",61,47,14,0,1,5,"coding"
"HK3",5,4,1,0,1,5,"coding"
"HSP90AB1",38,36,2,0,1,5,"coding"
"HSPA5",43,38,5,0,1,5,"coding"
"HTR1A",6,5,1,0,1,5,"coding"
"IRAK1",40,25,15,0,1,5,"coding"
"IRS1",65,52,13,0,1,5,"coding"
"ITGB1",91,64,27,0,1,5,"coding"
"ITGB7",8,3,5,0,1,5,"coding"
"LRSAM1",16,12,4,0,1,5,"coding"
"LUC7L2",44,36,8,0,1,5,"coding"
"MAP2K1",61,49,12,0,1,5,"coding"
"MMP3",11,9,2,0,1,5,"coding"
"MYBBP1A",15,14,1,0,1,5,"coding"
"NFKB1",156,29,127,0,1,5,"coding"
"PKD2",26,24,2,0,1,5,"coding"
"PNN",34,28,6,0,1,5,"coding"
"PORCN",11,10,1,0,1,5,"coding"
"PRKG1",47,34,13,0,1,5,"coding"
"PRPF40A",75,58,17,0,1,5,"coding"
"PSEN2",13,7,6,0,1,5,"coding"
"RNF19A",37,30,7,0,1,5,"coding"
"SCARB1",15,12,3,0,1,5,"coding"
"SOS1",78,59,19,0,1,5,"coding"
"SOX10",18,5,13,0,1,5,"coding"
"SYK",55,27,28,0,1,5,"coding"
"TOP1",38,36,2,0,1,5,"coding"
"TRIM28",47,44,3,0,1,5,"coding"
"TRIM37",55,51,4,0,1,5,"coding"
"TRPC3",24,18,6,0,1,5,"coding"
"AP1M1",16,13,3,0,1,4,"coding"
"AP2B1",46,39,7,0,1,4,"coding"
"APOA1",11,5,6,0,1,4,"coding"
"ARNT",55,28,27,0,1,4,"coding"
"BRD7",32,30,2,0,1,4,"coding"
"BTRC",69,58,11,0,1,4,"coding"
"BUB1",45,39,6,0,1,4,"coding"
"CAMK2A",42,37,5,0,1,4,"coding"
"CAV1",96,70,26,0,1,4,"coding"
"CBL",101,73,28,0,1,4,"coding"
"CBX5",178,172,6,0,1,4,"coding"
"CCS",30,28,2,0,1,4,"coding"
"CD4",44,33,11,0,1,4,"coding"
"CD44",37,28,9,0,1,4,"coding"
"COL2A1",17,14,3,0,1,4,"coding"
"DCTN1",11,8,3,0,1,4,"coding"
"DTNB",8,6,2,0,1,4,"coding"
"EEF1D",47,41,6,0,1,4,"coding"
"ESRRG",48,43,5,0,1,4,"coding"
"ETS1",321,65,256,0,1,4,"coding"
"FAM46A",79,76,3,0,1,4,"coding"
"FGFR3",19,14,5,0,1,4,"coding"
"FURIN",26,24,2,0,1,4,"coding"
"GIT1",26,23,3,0,1,4,"coding"
"GNA11",26,20,6,0,1,4,"coding"
"HAND2",90,31,59,0,1,4,"coding"
"HIPK3",117,111,6,0,1,4,"coding"
"INPP5D",16,8,8,0,1,4,"coding"
"ITCH",38,35,3,0,1,4,"coding"
"KPNA2",55,52,3,0,1,4,"coding"
"KPNB1",80,67,13,0,1,4,"coding"
"KRT18",29,20,9,0,1,4,"coding"
"MAD2L1",15,11,4,0,1,4,"coding"
"MAGEA11",8,5,3,0,1,4,"coding"
"MAP3K7",73,65,8,0,1,4,"coding"
"MEGF10",6,4,2,0,1,4,"coding"
"MEOX2",24,23,1,0,1,4,"coding"
"MMP2",56,37,19,0,1,4,"coding"
"MPP3",9,8,1,0,1,4,"coding"
"NCF4",4,3,1,0,1,4,"coding"
"PAX3",27,26,1,0,1,4,"coding"
"PDCD6IP",37,25,12,0,1,4,"coding"
"PDLIM7",13,10,3,0,1,4,"coding"
"PKN1",15,13,2,0,1,4,"coding"
"PLAU",20,15,5,0,1,4,"coding"
"PRKACA",35,20,15,0,1,4,"coding"
"PRKCA",115,62,53,0,1,4,"coding"
"PTCD3",33,32,1,0,1,4,"coding"
"RAF1",79,60,19,0,1,4,"coding"
"SAFB",26,20,6,0,1,4,"coding"
"SFPQ",179,60,119,0,1,4,"coding"
"SH3GL1",21,15,6,0,1,4,"coding"
"SHC1",52,34,18,0,1,4,"coding"
"SIAH1",34,31,3,0,1,4,"coding"
"SMAD3",128,36,92,0,1,4,"coding"
"SMURF1",70,69,1,0,1,4,"coding"
"SNAP25",45,43,2,0,1,4,"coding"
"STX6",51,47,4,0,1,4,"coding"
"SYN1",11,8,3,0,1,4,"coding"
"SYNJ1",35,28,7,0,1,4,"coding"
"TCF3",389,27,362,0,1,4,"coding"
"TGFBR1",126,80,46,0,1,4,"coding"
"TGFBR2",103,91,12,0,1,4,"coding"
"TLE1",24,21,3,0,1,4,"coding"
"TMPO",52,48,4,0,1,4,"coding"
"TNFRSF1A",30,14,16,0,1,4,"coding"
"TRAF3",62,56,6,0,1,4,"coding"
"TRAF6",95,63,32,0,1,4,"coding"
"TRIM23",34,30,4,0,1,4,"coding"
"TTF2",41,34,7,0,1,4,"coding"
"U2AF2",29,27,2,0,1,4,"coding"
"UBE3A",51,48,3,0,1,4,"coding"
"WASL",77,67,10,0,1,4,"coding"
"WBP11",30,25,5,0,1,4,"coding"
"WT1",28,26,2,0,1,4,"coding"
"XRCC6",50,38,12,0,1,4,"coding"
"XRN2",15,11,4,0,1,4,"coding"
"ZBTB16",70,41,29,0,1,4,"coding"
"ZFYVE9",55,47,8,0,1,4,"coding"
"ZNF205",5,1,4,0,1,4,"coding"
"ACAP1",2,1,1,0,1,3,"coding"
"ACTA2",21,18,3,0,1,3,"coding"
"ADAM10",52,49,3,0,1,3,"coding"
"APPL1",58,51,7,0,1,3,"coding"
"B2M",28,27,1,0,1,3,"coding"
"BIRC2",28,17,11,0,1,3,"coding"
"BTBD10",21,20,1,0,1,3,"coding"
"CAPRIN1",68,67,1,0,1,3,"coding"
"CASP2",46,36,10,0,1,3,"coding"
"CASP9",25,22,3,0,1,3,"coding"
"CD38",14,12,2,0,1,3,"coding"
"CD3E",19,16,3,0,1,3,"coding"
"CD5",14,11,3,0,1,3,"coding"
"CDC37",44,38,6,0,1,3,"coding"
"CHMP2A",10,8,2,0,1,3,"coding"
"COIL",56,52,4,0,1,3,"coding"
"COPB1",26,20,6,0,1,3,"coding"
"COPS6",47,33,14,0,1,3,"coding"
"CSNK2A1",132,109,23,0,1,3,"coding"
"CTGF",48,46,2,0,1,3,"coding"
"CTNNB1",111,90,21,0,1,3,"coding"
"CXCR4",25,15,10,0,1,3,"coding"
"DLG3",28,18,10,0,1,3,"coding"
"DOK2",12,9,3,0,1,3,"coding"
"E2F3",196,89,107,0,1,3,"coding"
"EFEMP2",24,18,6,0,1,3,"coding"
"EFNA1",41,38,3,0,1,3,"coding"
"EIF2AK2",57,43,14,0,1,3,"coding"
"ETF1",38,37,1,0,1,3,"coding"
"FES",17,11,6,0,1,3,"coding"
"FGFR1",47,40,7,0,1,3,"coding"
"GABBR1",22,20,2,0,1,3,"coding"
"GNAI2",55,47,8,0,1,3,"coding"
"GOPC",31,23,8,0,1,3,"coding"
"GRK6",28,24,4,0,1,3,"coding"
"HAP1",26,24,2,0,1,3,"coding"
"HSP90AA1",103,81,22,0,1,3,"coding"
"ICAM3",8,5,3,0,1,3,"coding"
"IFNAR1",62,55,7,0,1,3,"coding"
"ILK",30,23,7,0,1,3,"coding"
"ITGA2B",4,3,1,0,1,3,"coding"
"JUN",325,47,278,0,1,3,"coding"
"LCP2",25,17,8,0,1,3,"coding"
"LGALS3",9,7,2,0,1,3,"coding"
"LNPEP",101,100,1,0,1,3,"coding"
"MAP3K2",123,120,3,0,1,3,"coding"
"MAPK8",95,88,7,0,1,3,"coding"
"MDM2",166,154,12,0,1,3,"coding"
"MELK",40,39,1,0,1,3,"coding"
"MICAL1",13,9,4,0,1,3,"coding"
"MID2",16,15,1,0,1,3,"coding"
"NBR1",20,18,2,0,1,3,"coding"
"PAFAH1B1",86,80,6,0,1,3,"coding"
"PDCD10",36,35,1,0,1,3,"coding"
"PHYHIP",28,23,5,0,1,3,"coding"
"PICK1",15,5,10,0,1,3,"coding"
"PNKP",7,5,2,0,1,3,"coding"
"PPP2CA",71,60,11,0,1,3,"coding"
"PRKAR2A",77,71,6,0,1,3,"coding"
"PSEN1",45,35,10,0,1,3,"coding"
"PSMD4",14,12,2,0,1,3,"coding"
"RAB11A",49,46,3,0,1,3,"coding"
"RAD23A",24,20,4,0,1,3,"coding"
"RCC1",23,19,4,0,1,3,"coding"
"RDX",62,57,5,0,1,3,"coding"
"RFX5",94,9,85,0,1,3,"coding"
"RINT1",10,8,2,0,1,3,"coding"
"RNF2",46,42,4,0,1,3,"coding"
"RPL5",21,20,1,0,1,3,"coding"
"RUVBL1",13,12,1,0,1,3,"coding"
"SDC1",29,26,3,0,1,3,"coding"
"SLC9A3R1",27,18,9,0,1,3,"coding"
"SNX9",53,52,1,0,1,3,"coding"
"STRN4",32,27,5,0,1,3,"coding"
"STX1A",14,10,4,0,1,3,"coding"
"STX4",43,37,6,0,1,3,"coding"
"SUFU",29,27,2,0,1,3,"coding"
"TAF4",29,24,5,0,1,3,"coding"
"TFDP1",36,32,4,0,1,3,"coding"
"TLR2",12,7,5,0,1,3,"coding"
"TNNT1",18,8,10,0,1,3,"coding"
"TRADD",22,12,10,0,1,3,"coding"
"TRAF4",18,15,3,0,1,3,"coding"
"TRAF5",13,11,2,0,1,3,"coding"
"TRIP6",19,14,5,0,1,3,"coding"
"TUBB",53,46,7,0,1,3,"coding"
"TXK",27,24,3,0,1,3,"coding"
"VDAC2",15,14,1,0,1,3,"coding"
"XAB2",9,4,5,0,1,3,"coding"
"XRCC5",48,42,6,0,1,3,"coding"
"YTHDC1",64,62,2,0,1,3,"coding"
"YWHAZ",161,119,42,0,1,3,"coding"
"ZAP70",30,3,27,0,1,3,"coding"
"ZBTB43",59,57,2,0,1,3,"coding"
"AKT1",64,53,11,0,1,2,"coding"
"ANXA7",49,36,13,0,1,2,"coding"
"APPBP2",52,50,2,0,1,2,"coding"
"ARF1",56,51,5,0,1,2,"coding"
"ARRB2",35,22,13,0,1,2,"coding"
"BAIAP2",8,6,2,0,1,2,"coding"
"BATF3",4,3,1,0,1,2,"coding"
"BIN1",15,11,4,0,1,2,"coding"
"C11orf58",29,24,5,0,1,2,"coding"
"C7orf25",10,7,3,0,1,2,"coding"
"CALCOCO2",29,25,4,0,1,2,"coding"
"CASP7",27,22,5,0,1,2,"coding"
"CBX1",38,35,3,0,1,2,"coding"
"CCL21",4,2,2,0,1,2,"coding"
"CCNE1",30,28,2,0,1,2,"coding"
"CCR3",13,5,8,0,1,2,"coding"
"CD2AP",69,66,3,0,1,2,"coding"
"CDK2",100,93,7,0,1,2,"coding"
"CDK5",24,17,7,0,1,2,"coding"
"CDKN2A",28,26,2,0,1,2,"coding"
"CREB1",575,108,467,0,1,2,"coding"
"CTTN",21,20,1,0,1,2,"coding"
"DAG1",33,29,4,0,1,2,"coding"
"DCN",23,15,8,0,1,2,"coding"
"DMPK",36,33,3,0,1,2,"coding"
"E2F6",294,35,259,0,1,2,"coding"
"EDA",7,6,1,0,1,2,"coding"
"EIF3F",25,21,4,0,1,2,"coding"
"EMD",23,19,4,0,1,2,"coding"
"F2RL2",25,21,4,0,1,2,"coding"
"FAS",39,27,12,0,1,2,"coding"
"GABARAP",25,19,6,0,1,2,"coding"
"GABPB1",97,90,7,0,1,2,"coding"
"GATA1",374,3,371,0,1,2,"coding"
"GBP2",13,11,2,0,1,2,"coding"
"GDI2",23,22,1,0,1,2,"coding"
"GGA3",45,41,4,0,1,2,"coding"
"GHRL",2,1,1,0,1,2,"coding"
"GNA12",38,29,9,0,1,2,"coding"
"GNAI1",40,29,11,0,1,2,"coding"
"GNB1",49,45,4,0,1,2,"coding"
"GRAP2",44,38,6,0,1,2,"coding"
"GRK5",27,22,5,0,1,2,"coding"
"GSK3B",152,111,41,0,1,2,"coding"
"GSN",21,16,5,0,1,2,"coding"
"HNRNPA1",95,89,6,0,1,2,"coding"
"HNRNPK",56,46,10,0,1,2,"coding"
"HOMER1",45,35,10,0,1,2,"coding"
"HRAS",46,25,21,0,1,2,"coding"
"ICAM1",27,23,4,0,1,2,"coding"
"ID2",31,27,4,0,1,2,"coding"
"IGSF21",6,5,1,0,1,2,"coding"
"IL12B",8,7,1,0,1,2,"coding"
"IL21",2,1,1,0,1,2,"coding"
"IL2RG",10,8,2,0,1,2,"coding"
"KCNA2",10,8,2,0,1,2,"coding"
"KHDRBS1",27,21,6,0,1,2,"coding"
"KLHL20",27,22,5,0,1,2,"coding"
"LCK",58,31,27,0,1,2,"coding"
"LSM5",15,10,5,0,1,2,"coding"
"LTA",4,2,2,0,1,2,"coding"
"MAP4K2",27,22,5,0,1,2,"coding"
"MAPK14",79,68,11,0,1,2,"coding"
"MAPK3",36,30,6,0,1,2,"coding"
"MAPK8IP2",19,15,4,0,1,2,"coding"
"MARK3",23,21,2,0,1,2,"coding"
"MBL2",22,21,1,0,1,2,"coding"
"MMP1",16,12,4,0,1,2,"coding"
"NEK2",12,8,4,0,1,2,"coding"
"NMI",11,10,1,0,1,2,"coding"
"NOL12",12,11,1,0,1,2,"coding"
"NOV",14,10,4,0,1,2,"coding"
"NR1D2",40,39,1,0,1,2,"coding"
"NR1H3",98,12,86,0,1,2,"coding"
"NUDT21",39,30,9,0,1,2,"coding"
"PBX1",206,35,171,0,1,2,"coding"
"PDPK1",97,84,13,0,1,2,"coding"
"PHC1",32,28,4,0,1,2,"coding"
"PIP5K1B",8,7,1,0,1,2,"coding"
"PLCB3",16,13,3,0,1,2,"coding"
"PLK1",44,27,17,0,1,2,"coding"
"PPM1A",61,56,5,0,1,2,"coding"
"PPP1R8",19,14,5,0,1,2,"coding"
"PPP2CB",22,21,1,0,1,2,"coding"
"PRKCZ",37,19,18,0,1,2,"coding"
"PTPN6",56,16,40,0,1,2,"coding"
"RABAC1",50,36,14,0,1,2,"coding"
"RAP1A",65,51,14,0,1,2,"coding"
"RPL8",16,14,2,0,1,2,"coding"
"SMAD5",74,65,9,0,1,2,"coding"
"SNAP23",37,29,8,0,1,2,"coding"
"SNRPD2",19,11,8,0,1,2,"coding"
"SPRY2",26,25,1,0,1,2,"coding"
"SSTR5",3,1,2,0,1,2,"coding"
"STK11",39,35,4,0,1,2,"coding"
"SYT1",34,28,6,0,1,2,"coding"
"TAF1C",8,5,3,0,1,2,"coding"
"TAF9",20,13,7,0,1,2,"coding"
"TGFB1",29,20,9,0,1,2,"coding"
"TICAM1",6,3,3,0,1,2,"coding"
"TICAM2",13,9,4,0,1,2,"coding"
"TRAF1",60,49,11,0,1,2,"coding"
"TRAP1",29,26,3,0,1,2,"coding"
"TUBG1",24,20,4,0,1,2,"coding"
"UBE2E3",28,27,1,0,1,2,"coding"
"UBQLN1",48,39,9,0,1,2,"coding"
"UBQLN2",25,23,2,0,1,2,"coding"
"VIM",64,52,12,0,1,2,"coding"
"WNT3A",8,6,2,0,1,2,"coding"
"YEATS4",13,12,1,0,1,2,"coding"
"YWHAB",114,94,20,0,1,2,"coding"
"AKAP10",35,31,4,0,1,1,"coding"
"ARHGDIA",68,65,3,0,1,1,"coding"
"ARNT2",12,11,1,0,1,1,"coding"
"ATXN1L",89,79,10,0,1,1,"coding"
"BAD",21,12,9,0,1,1,"coding"
"BAG1",14,10,4,0,1,1,"coding"
"BCL2A1",4,3,1,0,1,1,"coding"
"BCL2L1",43,38,5,0,1,1,"coding"
"BLNK",13,10,3,0,1,1,"coding"
"BSG",14,13,1,0,1,1,"coding"
"C8orf33",41,38,3,0,1,1,"coding"
"CAMK1",9,6,3,0,1,1,"coding"
"CASP3",87,55,32,0,1,1,"coding"
"CCDC90B",18,15,3,0,1,1,"coding"
"CCL19",7,4,3,0,1,1,"coding"
"CCR5",35,28,7,0,1,1,"coding"
"CDC20",21,18,3,0,1,1,"coding"
"CDC25A",59,57,2,0,1,1,"coding"
"CDC34",23,22,1,0,1,1,"coding"
"CDH5",30,25,5,0,1,1,"coding"
"CDK4",74,62,12,0,1,1,"coding"
"CDKN1A",139,127,12,0,1,1,"coding"
"CRK",140,114,26,0,1,1,"coding"
"CRKL",109,89,20,0,1,1,"coding"
"CSNK2A2",31,21,10,0,1,1,"coding"
"CTBP1",46,39,7,0,1,1,"coding"
