"Name","K","Kin","Kout","TypeI","TypeII","weight","Type"
"PTK2",61,35,26,0,1,8,"coding"
"PTPRC",32,20,12,0,1,8,"coding"
"RAD50",27,23,4,0,1,8,"coding"
"RFX3",32,30,2,0,1,8,"coding"
"SMG7",38,37,1,0,1,8,"coding"
"SOS2",38,33,5,0,1,8,"coding"
"TEK",16,9,7,0,1,8,"coding"
"THBS1",93,85,8,0,1,8,"coding"
"TJP1",47,36,11,0,1,8,"coding"
"UBA1",31,29,2,0,1,8,"coding"
"ACTN4",54,46,8,0,1,7,"coding"
"AR",686,81,605,0,1,7,"coding"
"BCAR1",30,23,7,0,1,7,"coding"
"BTK",32,7,25,0,1,7,"coding"
"CGN",12,9,3,0,1,7,"coding"
"CHM",14,13,1,0,1,7,"coding"
"CTNND1",72,69,3,0,1,7,"coding"
"DIAPH1",54,52,2,0,1,7,"coding"
"DPP4",8,5,3,0,1,7,"coding"
"EPS8",52,43,9,0,1,7,"coding"
"FEZ1",15,7,8,0,1,7,"coding"
"FMR1",38,36,2,0,1,7,"coding"
"HDAC4",55,52,3,0,1,7,"coding"
"HMGXB4",50,48,2,0,1,7,"coding"
"IGF1R",159,137,22,0,1,7,"coding"
"IL16",14,12,2,0,1,7,"coding"
"IQGAP1",42,35,7,0,1,7,"coding"
"ITGAV",38,30,8,0,1,7,"coding"
"JAK2",53,26,27,0,1,7,"coding"
"JUP",20,17,3,0,1,7,"coding"
"KCND1",18,17,1,0,1,7,"coding"
"LDLR",87,82,5,0,1,7,"coding"
"LEPR",23,12,11,0,1,7,"coding"
"LRP6",64,60,4,0,1,7,"coding"
"MEIS1",49,41,8,0,1,7,"coding"
"NCF2",6,4,2,0,1,7,"coding"
"NR5A2",29,24,5,0,1,7,"coding"
"PIAS2",35,31,4,0,1,7,"coding"
"PLA2G4A",38,32,6,0,1,7,"coding"
"PLCB2",5,3,2,0,1,7,"coding"
"PLG",9,8,1,0,1,7,"coding"
"POLR2A",67,57,10,0,1,7,"coding"
"PRKCB",46,38,8,0,1,7,"coding"
"PTK2B",25,15,10,0,1,7,"coding"
"RFX1",28,25,3,0,1,7,"coding"
"RHOA",50,45,5,0,1,7,"coding"
"SMG5",21,20,1,0,1,7,"coding"
"SOX5",60,58,2,0,1,7,"coding"
"SPTBN4",21,17,4,0,1,7,"coding"
"TP53BP2",29,26,3,0,1,7,"coding"
"TRIM24",46,38,8,0,1,7,"coding"
"UPF2",32,22,10,0,1,7,"coding"
"VCAM1",37,34,3,0,1,7,"coding"
"WRN",43,40,3,0,1,7,"coding"
"ACTN1",42,33,9,0,1,6,"coding"
"AP2A1",26,22,4,0,1,6,"coding"
"ARHGEF11",19,14,5,0,1,6,"coding"
"ATF7IP",91,68,23,0,1,6,"coding"
"CCNT1",58,57,1,0,1,6,"coding"
"CD1B",2,1,1,0,1,6,"coding"
"CLTC",98,85,13,0,1,6,"coding"
"CNKSR1",6,4,2,0,1,6,"coding"
"CNOT2",50,49,1,0,1,6,"coding"
"DISC1",38,36,2,0,1,6,"coding"
"EBF1",312,33,279,0,1,6,"coding"
"EHMT2",15,14,1,0,1,6,"coding"
"EPHB2",37,33,4,0,1,6,"coding"
"FAP",8,7,1,0,1,6,"coding"
"FHOD1",15,14,1,0,1,6,"coding"
"FLI1",449,23,426,0,1,6,"coding"
"GNB2L1",39,35,4,0,1,6,"coding"
"HGS",36,20,16,0,1,6,"coding"
"HSPA8",85,72,13,0,1,6,"coding"
"HSPD1",46,39,7,0,1,6,"coding"
"IKBKE",13,11,2,0,1,6,"coding"
"IL4R",13,8,5,0,1,6,"coding"
"KAT2B",60,52,8,0,1,6,"coding"
"LYN",96,58,38,0,1,6,"coding"
"MAPK6",137,103,34,0,1,6,"coding"
"MEF2A",69,39,30,0,1,6,"coding"
"NCOA2",68,54,14,0,1,6,"coding"
"NEK9",69,68,1,0,1,6,"coding"
"NFKB2",79,12,67,0,1,6,"coding"
"NR1D1",9,7,2,0,1,6,"coding"
"PIK3CG",26,22,4,0,1,6,"coding"
"PIK3R3",52,50,2,0,1,6,"coding"
"PIK3R5",7,6,1,0,1,6,"coding"
"PIP4K2C",38,33,5,0,1,6,"coding"
"POLA2",41,38,3,0,1,6,"coding"
"PPP3CA",39,32,7,0,1,6,"coding"
"PRKAR1A",64,48,16,0,1,6,"coding"
"PRKD1",34,29,5,0,1,6,"coding"
"RBL1",55,50,5,0,1,6,"coding"
"RGS4",20,18,2,0,1,6,"coding"
"SH3D19",54,51,3,0,1,6,"coding"
"SMURF2",83,63,20,0,1,6,"coding"
"SOX6",46,45,1,0,1,6,"coding"
"SRRM1",12,9,3,0,1,6,"coding"
"STUB1",17,5,12,0,1,6,"coding"
"UBQLN4",47,33,14,0,1,6,"coding"
"USP7",37,33,4,0,1,6,"coding"
"VCL",119,90,29,0,1,6,"coding"
"WAS",22,11,11,0,1,6,"coding"
"ZKSCAN1",66,60,6,0,1,6,"coding"
"ABCF3",34,33,1,0,1,5,"coding"
"ACTB",84,70,14,0,1,5,"coding"
"ARHGEF2",32,31,1,0,1,5,"coding"
"CD36",16,8,8,0,1,5,"coding"
"CSF1",22,21,1,0,1,5,"coding"
"CSF2RB",21,9,12,0,1,5,"coding"
"DAB2",48,38,10,0,1,5,"coding"
"DLST",17,16,1,0,1,5,"coding"
"DYNC1I1",24,17,7,0,1,5,"coding"
"EDN1",37,34,3,0,1,5,"coding"
"EGFR",138,88,50,0,1,5,"coding"
"ERCC3",11,9,2,0,1,5,"coding"
"ESR2",70,41,29,0,1,5,"coding"
"F2R",40,35,5,0,1,5,"coding"
"FCGR1A",6,2,4,0,1,5,"coding"
"FXR2",43,35,8,0,1,5,"coding"
"GOLGA2",33,24,9,0,1,5,"coding"
"HDAC1",49,38,11,0,1,5,"coding"
"HOOK2",11,9,2,0,1,5,"coding"
"HSP90AB1",46,43,3,0,1,5,"coding"
"HSPA5",61,50,11,0,1,5,"coding"
"IRAK1",55,34,21,0,1,5,"coding"
"IRS1",71,56,15,0,1,5,"coding"
"ITGB1",92,61,31,0,1,5,"coding"
"ITGB7",6,3,3,0,1,5,"coding"
"LUC7L2",63,55,8,0,1,5,"coding"
"MAP2K1",48,38,10,0,1,5,"coding"
"NCOA1",100,66,34,0,1,5,"coding"
"NFKB1",203,29,174,0,1,5,"coding"
"PNN",38,33,5,0,1,5,"coding"
"PRKCD",41,30,11,0,1,5,"coding"
"PRKG1",49,37,12,0,1,5,"coding"
"PRPF40A",82,65,17,0,1,5,"coding"
"PSEN2",14,10,4,0,1,5,"coding"
"RBBP8",30,25,5,0,1,5,"coding"
"SOS1",72,53,19,0,1,5,"coding"
"SOX10",24,9,15,0,1,5,"coding"
"SYK",58,33,25,0,1,5,"coding"
"TOP1",26,23,3,0,1,5,"coding"
"TRIM28",48,45,3,0,1,5,"coding"
"TRIM37",47,42,5,0,1,5,"coding"
"TRPC3",37,31,6,0,1,5,"coding"
"ZNF417",56,54,2,0,1,5,"coding"
"AKAP8L",13,9,4,0,1,4,"coding"
"AP1M1",32,26,6,0,1,4,"coding"
"AP2B1",56,47,9,0,1,4,"coding"
"AP2M1",31,27,4,0,1,4,"coding"
"APOA1",12,7,5,0,1,4,"coding"
"ARNT",63,30,33,0,1,4,"coding"
"BRD7",32,29,3,0,1,4,"coding"
"BUB1",34,29,5,0,1,4,"coding"
"CANX",88,78,10,0,1,4,"coding"
"CAV1",82,57,25,0,1,4,"coding"
"CBL",97,72,25,0,1,4,"coding"
"CD2",12,8,4,0,1,4,"coding"
"CD244",10,8,2,0,1,4,"coding"
"CD4",44,33,11,0,1,4,"coding"
"CD44",43,35,8,0,1,4,"coding"
"COL2A1",13,8,5,0,1,4,"coding"
"COL4A3BP",50,49,1,0,1,4,"coding"
"CSNK1A1",89,79,10,0,1,4,"coding"
"ETS1",400,66,334,0,1,4,"coding"
"F11R",32,27,5,0,1,4,"coding"
"FAM46A",57,53,4,0,1,4,"coding"
"FGFR3",25,15,10,0,1,4,"coding"
"GIT1",33,27,6,0,1,4,"coding"
"GNA11",25,21,4,0,1,4,"coding"
"HAND2",96,35,61,0,1,4,"coding"
"HIPK3",92,86,6,0,1,4,"coding"
"IMMT",35,22,13,0,1,4,"coding"
"INPP5D",13,5,8,0,1,4,"coding"
"ITCH",28,25,3,0,1,4,"coding"
"ITGB3",48,33,15,0,1,4,"coding"
"ITGB5",24,16,8,0,1,4,"coding"
"KNG1",11,3,8,0,1,4,"coding"
"KPNB1",89,77,12,0,1,4,"coding"
"KRT18",31,22,9,0,1,4,"coding"
"MAD2L1",19,15,4,0,1,4,"coding"
"MAP3K7",68,60,8,0,1,4,"coding"
"MAPT",38,34,4,0,1,4,"coding"
"MCF2",10,7,3,0,1,4,"coding"
"MCM3",32,26,6,0,1,4,"coding"
"MED1",53,48,5,0,1,4,"coding"
"MEGF10",11,8,3,0,1,4,"coding"
"MPP3",7,6,1,0,1,4,"coding"
"NCF4",5,4,1,0,1,4,"coding"
"PDCD6IP",31,22,9,0,1,4,"coding"
"PDLIM7",12,10,2,0,1,4,"coding"
"PKN1",19,16,3,0,1,4,"coding"
"PLAU",13,10,3,0,1,4,"coding"
"PRKCA",122,64,58,0,1,4,"coding"
"RAF1",65,46,19,0,1,4,"coding"
"RFX2",13,12,1,0,1,4,"coding"
"RPS6KA5",75,69,6,0,1,4,"coding"
"SAFB",24,18,6,0,1,4,"coding"
"SFPQ",166,59,107,0,1,4,"coding"
"SFRP1",21,20,1,0,1,4,"coding"
"SH3GL1",31,23,8,0,1,4,"coding"
"SHC1",39,28,11,0,1,4,"coding"
"SMAD3",152,44,108,0,1,4,"coding"
"SMURF1",70,69,1,0,1,4,"coding"
"SNAP25",51,47,4,0,1,4,"coding"
"STX6",59,57,2,0,1,4,"coding"
"SYNJ1",25,18,7,0,1,4,"coding"
"TGFBR1",115,72,43,0,1,4,"coding"
"TGFBR2",102,90,12,0,1,4,"coding"
"TMPO",40,36,4,0,1,4,"coding"
"TNFRSF1A",30,14,16,0,1,4,"coding"
"TNNI3",7,4,3,0,1,4,"coding"
"TRAF3",46,39,7,0,1,4,"coding"
"TRAF6",74,40,34,0,1,4,"coding"
"TRIM23",34,32,2,0,1,4,"coding"
"TRIM39",13,12,1,0,1,4,"coding"
"TTF2",44,37,7,0,1,4,"coding"
"UBE3A",61,56,5,0,1,4,"coding"
"WASL",63,54,9,0,1,4,"coding"
"WBP11",31,25,6,0,1,4,"coding"
"XRCC6",68,61,7,0,1,4,"coding"
"XRN2",22,19,3,0,1,4,"coding"
"ZBTB16",88,57,31,0,1,4,"coding"
"ZFYVE9",68,59,9,0,1,4,"coding"
"ZNF83",53,31,22,0,1,4,"coding"
"ADAM10",44,42,2,0,1,3,"coding"
"APOH",13,11,2,0,1,3,"coding"
"APPL1",49,43,6,0,1,3,"coding"
"ATXN3",90,84,6,0,1,3,"coding"
"B2M",32,30,2,0,1,3,"coding"
"BIRC2",29,18,11,0,1,3,"coding"
"CAPRIN1",72,71,1,0,1,3,"coding"
"CASP2",44,35,9,0,1,3,"coding"
"CD3E",16,12,4,0,1,3,"coding"
"CD5",14,11,3,0,1,3,"coding"
"CDC25B",36,35,1,0,1,3,"coding"
"CDC37",45,40,5,0,1,3,"coding"
"CETP",3,2,1,0,1,3,"coding"
"CHMP2A",10,8,2,0,1,3,"coding"
"CLSTN1",50,49,1,0,1,3,"coding"
"COIL",51,45,6,0,1,3,"coding"
"COPB1",29,24,5,0,1,3,"coding"
"COPS6",63,42,21,0,1,3,"coding"
"CSNK2A1",151,126,25,0,1,3,"coding"
"CTGF",42,40,2,0,1,3,"coding"
"CTNNB1",112,91,21,0,1,3,"coding"
"CXCR4",19,13,6,0,1,3,"coding"
"E2F3",148,73,75,0,1,3,"coding"
"EFEMP2",15,13,2,0,1,3,"coding"
"EIF2AK2",57,46,11,0,1,3,"coding"
"EXOSC2",73,70,3,0,1,3,"coding"
"FBLN1",12,9,3,0,1,3,"coding"
"FGFR1",34,32,2,0,1,3,"coding"
"FIGF",6,4,2,0,1,3,"coding"
"GNAI2",50,43,7,0,1,3,"coding"
"GOPC",34,26,8,0,1,3,"coding"
"GRK6",22,18,4,0,1,3,"coding"
"HEXDC",6,3,3,0,1,3,"coding"
"HSP90AA1",107,87,20,0,1,3,"coding"
"ICAM3",7,5,2,0,1,3,"coding"
"IFNAR1",51,44,7,0,1,3,"coding"
"ILK",36,27,9,0,1,3,"coding"
"IRF4",108,38,70,0,1,3,"coding"
"JARID2",139,65,74,0,1,3,"coding"
"KCNA3",7,5,2,0,1,3,"coding"
"KIAA1279",23,19,4,0,1,3,"coding"
"KITLG",30,29,1,0,1,3,"coding"
"MAP3K2",90,87,3,0,1,3,"coding"
"MAPK8",112,104,8,0,1,3,"coding"
"MBD3",401,35,366,0,1,3,"coding"
"MBP",25,8,17,0,1,3,"coding"
"MDM2",174,163,11,0,1,3,"coding"
"MED8",36,32,4,0,1,3,"coding"
"NBR1",31,29,2,0,1,3,"coding"
"PDCD10",44,43,1,0,1,3,"coding"
"PHYHIP",28,24,4,0,1,3,"coding"
"PICK1",10,3,7,0,1,3,"coding"
"PML",19,13,6,0,1,3,"coding"
"PPP2CA",90,78,12,0,1,3,"coding"
"PRKAR2A",61,56,5,0,1,3,"coding"
"PSEN1",50,34,16,0,1,3,"coding"
"PSMD4",10,8,2,0,1,3,"coding"
"RAB11A",58,55,3,0,1,3,"coding"
"RAD23A",18,15,3,0,1,3,"coding"
"RDX",46,41,5,0,1,3,"coding"
"RINT1",12,10,2,0,1,3,"coding"
"RNF2",49,45,4,0,1,3,"coding"
"SERPING1",19,16,3,0,1,3,"coding"
"SIRPA",38,33,5,0,1,3,"coding"
"SLC9A3R1",22,13,9,0,1,3,"coding"
"SPI1",413,20,393,0,1,3,"coding"
"STX11",11,8,3,0,1,3,"coding"
"STX4",51,45,6,0,1,3,"coding"
"SUMO1",78,74,4,0,1,3,"coding"
"TANK",21,17,4,0,1,3,"coding"
"TFDP1",34,31,3,0,1,3,"coding"
"THRA",69,64,5,0,1,3,"coding"
"TLR2",13,8,5,0,1,3,"coding"
"TNNT1",11,5,6,0,1,3,"coding"
"TRAF4",29,25,4,0,1,3,"coding"
"TRIM32",18,17,1,0,1,3,"coding"
"TRIP6",23,16,7,0,1,3,"coding"
"TUBB2B",18,12,6,0,1,3,"coding"
"XRCC5",47,41,6,0,1,3,"coding"
"YWHAZ",172,132,40,0,1,3,"coding"
"ZAP70",31,4,27,0,1,3,"coding"
"ZBTB43",70,69,1,0,1,3,"coding"
"AKT1",51,45,6,0,1,2,"coding"
"ANXA7",65,49,16,0,1,2,"coding"
"APPBP2",53,51,2,0,1,2,"coding"
"ARF1",77,70,7,0,1,2,"coding"
"ARRB2",39,29,10,0,1,2,"coding"
"BAIAP2",16,10,6,0,1,2,"coding"
"BDNF",36,33,3,0,1,2,"coding"
"BIN1",18,13,5,0,1,2,"coding"
"BRMS1",10,6,4,0,1,2,"coding"
"C11orf58",33,28,5,0,1,2,"coding"
"CALCOCO2",51,45,6,0,1,2,"coding"
"CASP7",26,18,8,0,1,2,"coding"
"CCL21",6,3,3,0,1,2,"coding"
"CCNE1",28,27,1,0,1,2,"coding"
"CCR3",12,7,5,0,1,2,"coding"
"CD28",34,24,10,0,1,2,"coding"
"CD2AP",76,72,4,0,1,2,"coding"
"CD48",11,7,4,0,1,2,"coding"
"CD59",44,43,1,0,1,2,"coding"
"CDH2",35,33,2,0,1,2,"coding"
"CDK2",70,63,7,0,1,2,"coding"
"CDK5",28,21,7,0,1,2,"coding"
"CDK6",116,110,6,0,1,2,"coding"
"CDKN2A",33,32,1,0,1,2,"coding"
"CPE",54,51,3,0,1,2,"coding"
"CPNE1",26,25,1,0,1,2,"coding"
"CREB1",457,99,358,0,1,2,"coding"
"CSNK1G2",17,16,1,0,1,2,"coding"
"CSTF2",53,51,2,0,1,2,"coding"
"DAG1",41,36,5,0,1,2,"coding"
"DAXX",25,18,7,0,1,2,"coding"
"E2F6",349,35,314,0,1,2,"coding"
"EFNA4",4,3,1,0,1,2,"coding"
"EIF3E",19,13,6,0,1,2,"coding"
"EMD",28,25,3,0,1,2,"coding"
"F2",28,19,9,0,1,2,"coding"
"FAS",47,25,22,0,1,2,"coding"
"FOXO1",318,67,251,0,1,2,"coding"
"GABARAP",24,18,6,0,1,2,"coding"
"GABPB1",99,95,4,0,1,2,"coding"
"GNAI1",36,27,9,0,1,2,"coding"
"GNB1",51,45,6,0,1,2,"coding"
"GNB5",18,16,2,0,1,2,"coding"
"GRAP2",46,38,8,0,1,2,"coding"
"GRK5",19,14,5,0,1,2,"coding"
"GSK3B",139,99,40,0,1,2,"coding"
"GSN",37,33,4,0,1,2,"coding"
"GTF2E1",25,24,1,0,1,2,"coding"
"GTF2H1",37,31,6,0,1,2,"coding"
"HMGB1",90,88,2,0,1,2,"coding"
"HNRNPK",52,42,10,0,1,2,"coding"
"HOMER1",45,38,7,0,1,2,"coding"
"HRAS",51,31,20,0,1,2,"coding"
"IDH3B",9,8,1,0,1,2,"coding"
"IGSF21",11,7,4,0,1,2,"coding"
"IL18",8,5,3,0,1,2,"coding"
"IL21",2,1,1,0,1,2,"coding"
"IL2RG",9,6,3,0,1,2,"coding"
"ING4",10,8,2,0,1,2,"coding"
"IRF1",286,37,249,0,1,2,"coding"
"KCNA2",7,6,1,0,1,2,"coding"
"KHDRBS1",31,25,6,0,1,2,"coding"
"KISS1",2,1,1,0,1,2,"coding"
"LCK",69,36,33,0,1,2,"coding"
"LMNB1",66,58,8,0,1,2,"coding"
"LSM5",20,16,4,0,1,2,"coding"
"LTA",3,2,1,0,1,2,"coding"
"MAPK14",92,83,9,0,1,2,"coding"
"MAPK3",37,28,9,0,1,2,"coding"
"MARK4",17,14,3,0,1,2,"coding"
"MMP1",8,6,2,0,1,2,"coding"
"NAGK",33,25,8,0,1,2,"coding"
"NEK2",10,7,3,0,1,2,"coding"
"NMI",11,10,1,0,1,2,"coding"
"NOV",14,11,3,0,1,2,"coding"
"NR1D2",42,40,2,0,1,2,"coding"
"NR1H3",79,12,67,0,1,2,"coding"
"NUDT21",59,49,10,0,1,2,"coding"
"PDPK1",93,81,12,0,1,2,"coding"
"PHC1",30,28,2,0,1,2,"coding"
"PIP5K1B",7,5,2,0,1,2,"coding"
"PLK1",46,32,14,0,1,2,"coding"
"PNMA1",10,9,1,0,1,2,"coding"
"POLR2C",17,13,4,0,1,2,"coding"
"PPP2CB",26,24,2,0,1,2,"coding"
"PPP2R1A",35,29,6,0,1,2,"coding"
"PRKCZ",41,20,21,0,1,2,"coding"
"PSMC5",26,24,2,0,1,2,"coding"
"PTPN6",64,16,48,0,1,2,"coding"
"RAB25",14,13,1,0,1,2,"coding"
"RABAC1",56,44,12,0,1,2,"coding"
"RAP1A",54,44,10,0,1,2,"coding"
"RASA1",74,53,21,0,1,2,"coding"
"SERBP1",101,99,2,0,1,2,"coding"
"SIX5",150,42,108,0,1,2,"coding"
"SLC35E1",30,29,1,0,1,2,"coding"
"SMAD5",80,71,9,0,1,2,"coding"
"SMARCE1",37,32,5,0,1,2,"coding"
"SMPD1",18,15,3,0,1,2,"coding"
"SNAP23",45,38,7,0,1,2,"coding"
"SNRPD2",15,7,8,0,1,2,"coding"
"SPRY2",32,29,3,0,1,2,"coding"
"SYT1",26,25,1,0,1,2,"coding"
"TAF9",18,11,7,0,1,2,"coding"
"TFRC",75,72,3,0,1,2,"coding"
"TGFB1",39,29,10,0,1,2,"coding"
"TRAF1",61,50,11,0,1,2,"coding"
"TRAP1",23,20,3,0,1,2,"coding"
"TSNAX",20,18,2,0,1,2,"coding"
"TUBA1B",37,34,3,0,1,2,"coding"
"TUBG1",25,22,3,0,1,2,"coding"
"UBE2L6",6,4,2,0,1,2,"coding"
"UBQLN1",49,41,8,0,1,2,"coding"
"VIM",76,61,15,0,1,2,"coding"
"YES1",67,62,5,0,1,2,"coding"
"YWHAB",90,69,21,0,1,2,"coding"
"AIP",19,18,1,0,1,1,"coding"
"ARHGEF18",21,20,1,0,1,1,"coding"
"ASGR1",22,19,3,0,1,1,"coding"
"ATG12",38,35,3,0,1,1,"coding"
"ATP5C1",20,18,2,0,1,1,"coding"
"ATXN1L",90,80,10,0,1,1,"coding"
"BAD",21,10,11,0,1,1,"coding"
"BCL2A1",7,5,2,0,1,1,"coding"
"BCL2L1",50,47,3,0,1,1,"coding"
"BLNK",15,12,3,0,1,1,"coding"
"C8orf33",35,30,5,0,1,1,"coding"
"CASP3",97,59,38,0,1,1,"coding"
"CCL19",5,2,3,0,1,1,"coding"
"CCR5",41,32,9,0,1,1,"coding"
"CDC20",21,17,4,0,1,1,"coding"
"CDC25A",53,51,2,0,1,1,"coding"
"CDC34",24,22,2,0,1,1,"coding"
"CDK8",28,27,1,0,1,1,"coding"
"CFL1",33,27,6,0,1,1,"coding"
"CFLAR",28,18,10,0,1,1,"coding"
"COMT",10,9,1,0,1,1,"coding"
"COPS7A",13,10,3,0,1,1,"coding"
"CRK",154,126,28,0,1,1,"coding"
"CRKL",108,87,21,0,1,1,"coding"
"CSNK2A2",40,33,7,0,1,1,"coding"
"CTBP2",31,29,2,0,1,1,"coding"
"CTDSP1",26,24,2,0,1,1,"coding"
"CTLA4",9,8,1,0,1,1,"coding"
"CTSD",18,13,5,0,1,1,"coding"
"CTSG",9,5,4,0,1,1,"coding"
"DIABLO",25,22,3,0,1,1,"coding"
