"Name","K","Kin","Kout","TypeI","TypeII","weight","Type"
"BCAR1",43,33,10,0,1,7,"coding"
"BTK",46,9,37,0,1,7,"coding"
"CHM",13,12,1,0,1,7,"coding"
"CTNND1",62,59,3,0,1,7,"coding"
"DIAPH1",61,59,2,0,1,7,"coding"
"DNM1",25,19,6,0,1,7,"coding"
"DPP4",18,11,7,0,1,7,"coding"
"EPS8",48,43,5,0,1,7,"coding"
"FEZ1",18,6,12,0,1,7,"coding"
"FMR1",45,43,2,0,1,7,"coding"
"HDAC4",52,48,4,0,1,7,"coding"
"IGF1R",132,116,16,0,1,7,"coding"
"IL16",22,17,5,0,1,7,"coding"
"ITGAV",48,40,8,0,1,7,"coding"
"JAK2",59,35,24,0,1,7,"coding"
"JUP",22,17,5,0,1,7,"coding"
"KTN1",29,27,2,0,1,7,"coding"
"LEPR",29,18,11,0,1,7,"coding"
"LNX1",19,11,8,0,1,7,"coding"
"LRP6",60,55,5,0,1,7,"coding"
"MCM7",53,46,7,0,1,7,"coding"
"MEIS1",48,40,8,0,1,7,"coding"
"NR5A2",40,34,6,0,1,7,"coding"
"PLA2G4A",42,34,8,0,1,7,"coding"
"POLR2A",71,63,8,0,1,7,"coding"
"PPFIA1",22,19,3,0,1,7,"coding"
"PRKCB",66,53,13,0,1,7,"coding"
"PTK2B",31,16,15,0,1,7,"coding"
"SMG5",16,15,1,0,1,7,"coding"
"SOCS6",47,42,5,0,1,7,"coding"
"SOX5",66,64,2,0,1,7,"coding"
"SPTBN4",23,20,3,0,1,7,"coding"
"TGM2",24,19,5,0,1,7,"coding"
"TP53BP2",31,29,2,0,1,7,"coding"
"TRIM24",39,31,8,0,1,7,"coding"
"UPF2",34,25,9,0,1,7,"coding"
"VAV1",32,25,7,0,1,7,"coding"
"WRN",44,41,3,0,1,7,"coding"
"WWP1",31,27,4,0,1,7,"coding"
"ZHX1",53,45,8,0,1,7,"coding"
"ACTN1",49,41,8,0,1,6,"coding"
"ADRBK1",44,34,10,0,1,6,"coding"
"AP2A1",25,21,4,0,1,6,"coding"
"ARAF",17,15,2,0,1,6,"coding"
"ARHGEF11",16,13,3,0,1,6,"coding"
"ARHGEF6",23,18,5,0,1,6,"coding"
"ATF7IP",110,91,19,0,1,6,"coding"
"AURKA",42,38,4,0,1,6,"coding"
"BLK",4,2,2,0,1,6,"coding"
"CCNT1",60,59,1,0,1,6,"coding"
"CLTC",101,88,13,0,1,6,"coding"
"CNKSR1",6,4,2,0,1,6,"coding"
"COL4A3",33,28,5,0,1,6,"coding"
"DISC1",37,35,2,0,1,6,"coding"
"EBF1",317,46,271,0,1,6,"coding"
"FLI1",462,31,431,0,1,6,"coding"
"HGS",40,23,17,0,1,6,"coding"
"ITGA4",26,21,5,0,1,6,"coding"
"KAT2B",55,50,5,0,1,6,"coding"
"KIF5B",70,68,2,0,1,6,"coding"
"KRAS",64,58,6,0,1,6,"coding"
"LYN",102,64,38,0,1,6,"coding"
"MAPK6",151,116,35,0,1,6,"coding"
"MEF2A",116,52,64,0,1,6,"coding"
"NCAM1",19,15,4,0,1,6,"coding"
"NCOA2",77,63,14,0,1,6,"coding"
"NEK9",71,70,1,0,1,6,"coding"
"NFKB2",70,11,59,0,1,6,"coding"
"PIK3CG",32,26,6,0,1,6,"coding"
"PIP4K2C",38,33,5,0,1,6,"coding"
"POLA2",39,36,3,0,1,6,"coding"
"PPP3CA",47,39,8,0,1,6,"coding"
"PRKAR1A",68,55,13,0,1,6,"coding"
"PRKD1",35,29,6,0,1,6,"coding"
"RBL1",55,50,5,0,1,6,"coding"
"RGS4",26,25,1,0,1,6,"coding"
"RIPK1",17,13,4,0,1,6,"coding"
"RUNX1T1",238,107,131,0,1,6,"coding"
"SERPINE1",45,40,5,0,1,6,"coding"
"SLC4A1",24,23,1,0,1,6,"coding"
"SMURF2",87,65,22,0,1,6,"coding"
"SOX6",63,61,2,0,1,6,"coding"
"SRRM1",16,13,3,0,1,6,"coding"
"TARBP2",27,25,2,0,1,6,"coding"
"UBQLN4",26,18,8,0,1,6,"coding"
"USP7",36,32,4,0,1,6,"coding"
"UTP14A",17,14,3,0,1,6,"coding"
"VCL",137,106,31,0,1,6,"coding"
"WAS",24,12,12,0,1,6,"coding"
"ACTA1",25,13,12,0,1,5,"coding"
"ACTB",126,106,20,0,1,5,"coding"
"ANXA1",21,13,8,0,1,5,"coding"
"ASCC2",23,20,3,0,1,5,"coding"
"CSF2RB",19,9,10,0,1,5,"coding"
"EDN1",31,29,2,0,1,5,"coding"
"EGFR",131,84,47,0,1,5,"coding"
"ERCC3",11,10,1,0,1,5,"coding"
"F10",10,8,2,0,1,5,"coding"
"F2R",40,35,5,0,1,5,"coding"
"GOLGA2",38,31,7,0,1,5,"coding"
"HDAC1",30,19,11,0,1,5,"coding"
"HOOK2",10,9,1,0,1,5,"coding"
"HSP90AB1",33,31,2,0,1,5,"coding"
"HTR2A",39,31,8,0,1,5,"coding"
"IRAK1",53,32,21,0,1,5,"coding"
"ITGB1",97,70,27,0,1,5,"coding"
"LRSAM1",15,11,4,0,1,5,"coding"
"LUC7L2",46,37,9,0,1,5,"coding"
"MAP2K1",44,36,8,0,1,5,"coding"
"MMP3",14,11,3,0,1,5,"coding"
"NCOA1",103,74,29,0,1,5,"coding"
"NSFL1C",20,19,1,0,1,5,"coding"
"PNN",22,17,5,0,1,5,"coding"
"PRKCD",31,20,11,0,1,5,"coding"
"PRKG1",61,48,13,0,1,5,"coding"
"PRPF40A",88,71,17,0,1,5,"coding"
"PSD",18,17,1,0,1,5,"coding"
"PTGDS",6,4,2,0,1,5,"coding"
"RNF19A",40,32,8,0,1,5,"coding"
"RPL18A",25,22,3,0,1,5,"coding"
"SCARB1",24,23,1,0,1,5,"coding"
"SOS1",80,62,18,0,1,5,"coding"
"SOX10",28,11,17,0,1,5,"coding"
"STAT3",409,66,343,0,1,5,"coding"
"SYK",65,27,38,0,1,5,"coding"
"TOP1",33,31,2,0,1,5,"coding"
"TRIM28",48,45,3,0,1,5,"coding"
"TRIM37",45,40,5,0,1,5,"coding"
"TRPC3",24,18,6,0,1,5,"coding"
"ZNF417",45,43,2,0,1,5,"coding"
"AP1M1",33,27,6,0,1,4,"coding"
"AP2B1",45,38,7,0,1,4,"coding"
"AP2M1",23,19,4,0,1,4,"coding"
"APEX1",51,47,4,0,1,4,"coding"
"APLP2",41,40,1,0,1,4,"coding"
"BRD7",16,14,2,0,1,4,"coding"
"CAMK2A",43,39,4,0,1,4,"coding"
"CAV1",109,79,30,0,1,4,"coding"
"CBL",123,95,28,0,1,4,"coding"
"CBX5",142,135,7,0,1,4,"coding"
"CCR1",10,8,2,0,1,4,"coding"
"CD4",48,35,13,0,1,4,"coding"
"CD44",30,26,4,0,1,4,"coding"
"CSNK1A1",68,61,7,0,1,4,"coding"
"DCTN1",20,17,3,0,1,4,"coding"
"EEF1D",57,52,5,0,1,4,"coding"
"EIF3L",21,20,1,0,1,4,"coding"
"ETS1",392,87,305,0,1,4,"coding"
"FGFR3",19,10,9,0,1,4,"coding"
"FURIN",34,33,1,0,1,4,"coding"
"GIT1",40,29,11,0,1,4,"coding"
"GNA11",14,12,2,0,1,4,"coding"
"HAND2",96,43,53,0,1,4,"coding"
"HIF1A",570,87,483,0,1,4,"coding"
"HIPK3",107,101,6,0,1,4,"coding"
"IMMT",23,16,7,0,1,4,"coding"
"INPP5D",16,9,7,0,1,4,"coding"
"ITCH",36,33,3,0,1,4,"coding"
"ITGB5",18,10,8,0,1,4,"coding"
"KPNA2",55,53,2,0,1,4,"coding"
"KPNB1",87,75,12,0,1,4,"coding"
"KRT18",31,21,10,0,1,4,"coding"
"LMNA",27,23,4,0,1,4,"coding"
"MAP3K7",70,61,9,0,1,4,"coding"
"MCM3",34,28,6,0,1,4,"coding"
"MEGF10",6,4,2,0,1,4,"coding"
"MPP3",7,6,1,0,1,4,"coding"
"NCF4",5,4,1,0,1,4,"coding"
"PDCD6IP",39,29,10,0,1,4,"coding"
"PDLIM7",18,14,4,0,1,4,"coding"
"PIK3R2",11,8,3,0,1,4,"coding"
"PKN1",21,17,4,0,1,4,"coding"
"PLAU",17,13,4,0,1,4,"coding"
"PRKCA",142,79,63,0,1,4,"coding"
"PTCD3",24,23,1,0,1,4,"coding"
"RAF1",53,39,14,0,1,4,"coding"
"RPS6KA5",66,61,5,0,1,4,"coding"
"SAFB",26,21,5,0,1,4,"coding"
"SF1",50,48,2,0,1,4,"coding"
"SFPQ",118,33,85,0,1,4,"coding"
"SGSM2",28,25,3,0,1,4,"coding"
"SH3GL1",32,23,9,0,1,4,"coding"
"SHC1",37,29,8,0,1,4,"coding"
"SMAD3",130,43,87,0,1,4,"coding"
"SMURF1",72,71,1,0,1,4,"coding"
"SNAP25",38,37,1,0,1,4,"coding"
"TCF3",439,25,414,0,1,4,"coding"
"TGFBR1",140,102,38,0,1,4,"coding"
"TGFBR2",132,121,11,0,1,4,"coding"
"TMPO",40,36,4,0,1,4,"coding"
"TNFRSF1A",28,15,13,0,1,4,"coding"
"TNNI3",5,3,2,0,1,4,"coding"
"TRAF3",31,29,2,0,1,4,"coding"
"TRAF6",70,40,30,0,1,4,"coding"
"TRIM23",36,32,4,0,1,4,"coding"
"TTF2",46,38,8,0,1,4,"coding"
"UBE3A",58,53,5,0,1,4,"coding"
"WBP11",26,22,4,0,1,4,"coding"
"XRCC6",45,41,4,0,1,4,"coding"
"XRN2",21,16,5,0,1,4,"coding"
"ZFYVE9",41,36,5,0,1,4,"coding"
"ADAM10",56,54,2,0,1,3,"coding"
"ANXA11",21,20,1,0,1,3,"coding"
"ASF1A",26,25,1,0,1,3,"coding"
"ATXN3",73,66,7,0,1,3,"coding"
"B2M",36,35,1,0,1,3,"coding"
"CAPRIN1",60,59,1,0,1,3,"coding"
"CASP1",18,12,6,0,1,3,"coding"
"CD5",17,14,3,0,1,3,"coding"
"CDC37",49,43,6,0,1,3,"coding"
"CDK7",13,10,3,0,1,3,"coding"
"CHMP2A",11,9,2,0,1,3,"coding"
"COIL",63,55,8,0,1,3,"coding"
"COPS6",56,39,17,0,1,3,"coding"
"CSNK2A1",141,116,25,0,1,3,"coding"
"CTGF",51,49,2,0,1,3,"coding"
"CTNNB1",107,85,22,0,1,3,"coding"
"CXCR4",29,19,10,0,1,3,"coding"
"DEK",61,59,2,0,1,3,"coding"
"E2F3",169,100,69,0,1,3,"coding"
"EFEMP2",20,16,4,0,1,3,"coding"
"EFNA1",51,49,2,0,1,3,"coding"
"EFNA3",22,21,1,0,1,3,"coding"
"EIF2AK2",57,44,13,0,1,3,"coding"
"ERG",613,37,576,0,1,3,"coding"
"ETF1",54,53,1,0,1,3,"coding"
"FBLN1",14,9,5,0,1,3,"coding"
"FIGF",6,4,2,0,1,3,"coding"
"FZD9",35,33,2,0,1,3,"coding"
"GNAI2",53,43,10,0,1,3,"coding"
"GRK6",32,27,5,0,1,3,"coding"
"HEXDC",5,3,2,0,1,3,"coding"
"HSP90AA1",83,66,17,0,1,3,"coding"
"IFNAR1",60,51,9,0,1,3,"coding"
"ILK",38,29,9,0,1,3,"coding"
"JARID2",121,44,77,0,1,3,"coding"
"JUN",326,50,276,0,1,3,"coding"
"KCNJ10",22,20,2,0,1,3,"coding"
"KIAA1279",28,24,4,0,1,3,"coding"
"KRT8",39,30,9,0,1,3,"coding"
"LCP2",28,19,9,0,1,3,"coding"
"LGALS3",16,12,4,0,1,3,"coding"
"MAPK8",99,92,7,0,1,3,"coding"
"MBD3",375,37,338,0,1,3,"coding"
"MBP",29,11,18,0,1,3,"coding"
"MDM2",123,114,9,0,1,3,"coding"
"NR4A1",47,17,30,0,1,3,"coding"
"PABPC1",48,40,8,0,1,3,"coding"
"PDCD10",37,36,1,0,1,3,"coding"
"PIAS4",55,53,2,0,1,3,"coding"
"PML",13,11,2,0,1,3,"coding"
"PPP2CA",67,59,8,0,1,3,"coding"
"PRKAR2A",84,78,6,0,1,3,"coding"
"PSMD4",11,9,2,0,1,3,"coding"
"RAB11A",47,46,1,0,1,3,"coding"
"RAD23A",25,20,5,0,1,3,"coding"
"RDX",58,53,5,0,1,3,"coding"
"RINT1",9,7,2,0,1,3,"coding"
"RNF2",36,33,3,0,1,3,"coding"
"RUVBL1",9,8,1,0,1,3,"coding"
"SDC1",35,28,7,0,1,3,"coding"
"SIRPA",34,31,3,0,1,3,"coding"
"SLC9A3R1",29,21,8,0,1,3,"coding"
"STRN4",30,26,4,0,1,3,"coding"
"STX4",47,41,6,0,1,3,"coding"
"SUFU",29,27,2,0,1,3,"coding"
"TAF4",26,21,5,0,1,3,"coding"
"TFDP1",25,22,3,0,1,3,"coding"
"TRIP6",20,14,6,0,1,3,"coding"
"TUBB2B",17,11,6,0,1,3,"coding"
"UPF1",26,20,6,0,1,3,"coding"
"VTN",9,4,5,0,1,3,"coding"
"WIPF1",35,32,3,0,1,3,"coding"
"XRCC5",53,48,5,0,1,3,"coding"
"YWHAZ",151,118,33,0,1,3,"coding"
"ZAP70",29,5,24,0,1,3,"coding"
"ZBTB43",68,67,1,0,1,3,"coding"
"ADRB2",20,15,5,0,1,2,"coding"
"AKT1",88,57,31,0,1,2,"coding"
"AMOTL2",54,52,2,0,1,2,"coding"
"ANXA7",56,42,14,0,1,2,"coding"
"APPBP2",50,48,2,0,1,2,"coding"
"ARRB2",36,24,12,0,1,2,"coding"
"BAIAP2",16,10,6,0,1,2,"coding"
"BATF3",6,5,1,0,1,2,"coding"
"BMP4",11,9,2,0,1,2,"coding"
"CALCOCO2",33,27,6,0,1,2,"coding"
"CAMK2G",39,36,3,0,1,2,"coding"
"CASP10",39,37,2,0,1,2,"coding"
"CASP6",7,6,1,0,1,2,"coding"
"CASP7",26,19,7,0,1,2,"coding"
"CBX3",54,53,1,0,1,2,"coding"
"CCR3",10,5,5,0,1,2,"coding"
"CD28",46,34,12,0,1,2,"coding"
"CD2AP",74,70,4,0,1,2,"coding"
"CDH2",44,39,5,0,1,2,"coding"
"CDK2",83,76,7,0,1,2,"coding"
"CDKN2A",28,27,1,0,1,2,"coding"
"CREB1",535,116,419,0,1,2,"coding"
"DAG1",46,42,4,0,1,2,"coding"
"DAXX",17,13,4,0,1,2,"coding"
"DCN",24,15,9,0,1,2,"coding"
"DVL1",28,22,6,0,1,2,"coding"
"E2F6",220,14,206,0,1,2,"coding"
"EIF3E",17,12,5,0,1,2,"coding"
"EMD",23,20,3,0,1,2,"coding"
"FAS",52,33,19,0,1,2,"coding"
"GABARAP",20,15,5,0,1,2,"coding"
"GATA1",407,4,403,0,1,2,"coding"
"GBP2",18,11,7,0,1,2,"coding"
"GNA12",32,24,8,0,1,2,"coding"
"GNAI1",46,32,14,0,1,2,"coding"
"GRAP2",58,49,9,0,1,2,"coding"
"GRASP",10,7,3,0,1,2,"coding"
"GRK5",31,25,6,0,1,2,"coding"
"GSK3B",141,102,39,0,1,2,"coding"
"GSN",40,34,6,0,1,2,"coding"
"GTF2A1",58,54,4,0,1,2,"coding"
"GTF2H1",48,45,3,0,1,2,"coding"
"HNRNPK",44,34,10,0,1,2,"coding"
"HOMER1",48,41,7,0,1,2,"coding"
"HRAS",51,28,23,0,1,2,"coding"
"ID2",33,28,5,0,1,2,"coding"
"IGSF21",7,5,2,0,1,2,"coding"
"IL12B",10,9,1,0,1,2,"coding"
"IL21",2,1,1,0,1,2,"coding"
"IL2RG",11,7,4,0,1,2,"coding"
"ING4",10,8,2,0,1,2,"coding"
"KCNA2",13,10,3,0,1,2,"coding"
"KISS1",3,2,1,0,1,2,"coding"
"LCK",66,35,31,0,1,2,"coding"
"LSM5",16,12,4,0,1,2,"coding"
"LTA",4,2,2,0,1,2,"coding"
"MAP2K2",23,17,6,0,1,2,"coding"
"MAP2K7",48,43,5,0,1,2,"coding"
"MAPK14",108,97,11,0,1,2,"coding"
"MAPK3",50,38,12,0,1,2,"coding"
"MAPK8IP2",36,27,9,0,1,2,"coding"
"MMP1",11,9,2,0,1,2,"coding"
"NCK1",62,23,39,0,1,2,"coding"
"NCKIPSD",60,58,2,0,1,2,"coding"
"NEK2",9,7,2,0,1,2,"coding"
"NMI",12,11,1,0,1,2,"coding"
"NOL12",13,12,1,0,1,2,"coding"
"NOV",16,12,4,0,1,2,"coding"
"NR1D2",44,42,2,0,1,2,"coding"
"NUDT21",50,41,9,0,1,2,"coding"
"PDPK1",83,72,11,0,1,2,"coding"
"PLK1",40,28,12,0,1,2,"coding"
"PPM1A",66,62,4,0,1,2,"coding"
"PPP2CB",18,17,1,0,1,2,"coding"
"PRKCZ",39,18,21,0,1,2,"coding"
"PSMA1",9,6,3,0,1,2,"coding"
"PTPN6",51,10,41,0,1,2,"coding"
"RAB10",68,67,1,0,1,2,"coding"
"RAB1A",46,44,2,0,1,2,"coding"
"RABAC1",50,39,11,0,1,2,"coding"
"RAP1A",73,59,14,0,1,2,"coding"
"RASA1",52,37,15,0,1,2,"coding"
"RTN4R",9,7,2,0,1,2,"coding"
"SIX5",123,35,88,0,1,2,"coding"
"SMAD5",100,90,10,0,1,2,"coding"
"SMARCE1",35,30,5,0,1,2,"coding"
"SNAP23",46,39,7,0,1,2,"coding"
"SNRPD2",19,11,8,0,1,2,"coding"
"STC2",42,41,1,0,1,2,"coding"
"TAF1C",7,4,3,0,1,2,"coding"
"TAF9",16,10,6,0,1,2,"coding"
"TGFB1",33,23,10,0,1,2,"coding"
"TICAM2",17,11,6,0,1,2,"coding"
"TRAF1",63,51,12,0,1,2,"coding"
"TRIM27",30,28,2,0,1,2,"coding"
"UBE2A",24,22,2,0,1,2,"coding"
"UBQLN1",48,40,8,0,1,2,"coding"
"UBQLN2",24,22,2,0,1,2,"coding"
"VIM",79,64,15,0,1,2,"coding"
"YWHAB",103,83,20,0,1,2,"coding"
"ZFPM1",20,18,2,0,1,2,"coding"
"AGFG1",75,71,4,0,1,1,"coding"
"AIP",21,20,1,0,1,1,"coding"
"AKAP10",32,29,3,0,1,1,"coding"
"ARHGDIA",56,54,2,0,1,1,"coding"
"ASGR1",21,18,3,0,1,1,"coding"
"ATXN1L",100,91,9,0,1,1,"coding"
"BAD",23,12,11,0,1,1,"coding"
"BCL2A1",8,6,2,0,1,1,"coding"
"BCL2L1",64,58,6,0,1,1,"coding"
"C8orf33",30,28,2,0,1,1,"coding"
"CASP3",113,73,40,0,1,1,"coding"
"CCDC90B",15,13,2,0,1,1,"coding"
"CCL2",20,15,5,0,1,1,"coding"
"CCR10",11,10,1,0,1,1,"coding"
"CCR5",42,33,9,0,1,1,"coding"
"CDC20",17,13,4,0,1,1,"coding"
"CDH5",30,24,6,0,1,1,"coding"
"CDK4",94,84,10,0,1,1,"coding"
"CDKN1A",90,83,7,0,1,1,"coding"
"CFL1",25,20,5,0,1,1,"coding"
"COPS7A",19,15,4,0,1,1,"coding"
"CRK",146,121,25,0,1,1,"coding"
"CRKL",121,100,21,0,1,1,"coding"
"CSNK2A2",38,28,10,0,1,1,"coding"
"CTBP1",57,50,7,0,1,1,"coding"
"CTBP2",36,35,1,0,1,1,"coding"
"CTLA4",14,12,2,0,1,1,"coding"
"CTSD",11,8,3,0,1,1,"coding"
"CTSG",20,10,10,0,1,1,"coding"
"DIABLO",26,23,3,0,1,1,"coding"
"DLG4",22,12,10,0,1,1,"coding"
"DVL3",61,56,5,0,1,1,"coding"
"ECH1",11,8,3,0,1,1,"coding"
"EDN3",11,10,1,0,1,1,"coding"
"ERCC8",14,12,2,0,1,1,"coding"
"EXOSC4",17,9,8,0,1,1,"coding"
"FUNDC2",23,22,1,0,1,1,"coding"
"GAPDH",60,42,18,0,1,1,"coding"
"GATA2",157,15,142,0,1,1,"coding"
"GIPC1",32,25,7,0,1,1,"coding"
"GNA13",84,71,13,0,1,1,"coding"
"GNAI3",55,46,9,0,1,1,"coding"
"GNAQ",70,53,17,0,1,1,"coding"
"GOLM1",20,19,1,0,1,1,"coding"
"GOT2",26,24,2,0,1,1,"coding"
"GPS1",23,17,6,0,1,1,"coding"
"H3F3A",13,12,1,0,1,1,"coding"
"HAX1",20,18,2,0,1,1,"coding"
"HCK",36,25,11,0,1,1,"coding"
"HDAC3",20,14,6,0,1,1,"coding"
"HMOX2",22,12,10,0,1,1,"coding"
"HOXC8",60,58,2,0,1,1,"coding"
"IGFBP3",42,37,5,0,1,1,"coding"
"IL8",18,17,1,0,1,1,"coding"
"KLRD1",32,31,1,0,1,1,"coding"
"KPNA1",74,73,1,0,1,1,"coding"
"KRT15",8,6,2,0,1,1,"coding"
"LAT",18,9,9,0,1,1,"coding"
"LIMS1",65,60,5,0,1,1,"coding"
"LSM4",25,20,5,0,1,1,"coding"
"MAPK1",214,188,26,0,1,1,"coding"
"MSC",12,10,2,0,1,1,"coding"
"MYD88",27,22,5,0,1,1,"coding"
"MYOC",9,4,5,0,1,1,"coding"
"NCK2",45,34,11,0,1,1,"coding"
"NFIB",126,125,1,0,1,1,"coding"
"NFIL3",17,16,1,0,1,1,"coding"
"NGFR",43,33,10,0,1,1,"coding"
"NHP2L1",24,23,1,0,1,1,"coding"
"NR5A1",5,3,2,0,1,1,"coding"
"NUDT18",17,11,6,0,1,1,"coding"
"OSGEP",11,3,8,0,1,1,"coding"
"PEX5",16,14,2,0,1,1,"coding"
"PFDN1",19,11,8,0,1,1,"coding"
"POLR3F",19,17,2,0,1,1,"coding"
"PRKCI",35,29,6,0,1,1,"coding"
"PSMD7",20,18,2,0,1,1,"coding"
